0001|Trời ơi, cái tóc của tôi sáng nay giống tổ chim quá!
0002|Ăn hết nồi cơm rồi mà vẫn than đói, đúng là dạ dày không đáy.
0003|Ngủ dậy muộn nên tôi vừa đánh răng vừa mặc quần đi làm.
0004|Bạn tôi bảo giảm cân mà tay vẫn cầm ly trà sữa full topping.
0005|Tôi hứa mai dậy sớm tập gym, nói xong ngủ luôn tới trưa.
0006|Con mèo nhà tôi làm bộ mặt nghiêm túc như đang họp công ty.
0007|Đi chợ mua rau mà về nhà toàn thấy bịch bánh với snack.
0008|Bạn thân tôi kể chuyện cười mà mặt lại nghiêm như đọc báo cáo.
0009|Tôi định giảm cân, nhưng cái bụng bảo dạ không đồng ý.
0010|Sếp bảo họp nhanh năm phút mà kéo dài tận hai tiếng đồng hồ.
0011|Wifi nhà tôi lag đến mức con ốc sên còn chạy nhanh hơn.
0012|Vừa nói vừa cười tôi lỡ cắn trúng lưỡi đau điếng cả người.
0013|Bạn tôi đi ngủ sớm để dậy sớm, kết quả là ngủ quên báo thức.
0014|Tôi tưởng mình hát hay lắm, hóa ra hàng xóm gọi công an vì tưởng có tiếng mèo kêu.
0015|Ăn cơm nhà người yêu nấu mà khen ngon dù mặn như nước biển.
0016|Ví tôi rỗng còn hơn cả tủ lạnh cuối tháng.
0017|Đang thuyết trình nghiêm túc thì bụng réo to hơn cả micro.
0018|Bạn tôi bảo đi tắm năm phút mà một tiếng chưa thấy ra.
0019|Tôi gọi món ăn kiêng mà cuối cùng vẫn gọi thêm trà sữa full đường.
0020|Xem phim kinh dị mà tôi sợ đến mức ôm luôn gối ngủ cùng chó.
0021|Bạn tôi trang điểm cả tiếng để rồi đeo khẩu trang cả ngày.
0022|Ai đời đi họp lớp mà toàn khoe ảnh cũ thời học sinh trông ngố ơi là ngố.
0023|Tôi định học bài mà mở điện thoại xong quên luôn mình định học gì.
0024|Cả nhóm chụp ảnh chung mà đúng lúc tôi lại nhắm mắt.
0025|Bạn tôi bảo ăn kiêng nhưng buffet nào cũng có mặt đầu tiên.
0026|Tôi vừa dọn nhà xong thì con mèo lại bày ra một bãi chiến trường mới.
0027|Sếp hỏi ai làm sai, cả phòng im re như đang thi nín thở.
0028|Bạn tôi hát karaoke sai tông nhưng tự tin như ca sĩ chính hiệu.
0029|Tôi đặt báo thức năm cái mà vẫn ngủ quên như thường.
0030|Nhìn cân nặng trên bàn cân, tôi nghi ngờ cái cân này bị hỏng.
